Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
addOpenSchedule,Firefox 58.0,,2018-04-05 10:22:18,2018-04-05 10:22:40,21.923s,ERROR
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/arrPort,Firefox 58.0,,2018-04-05 10:22:20,2018-04-05 10:22:40,20.212s,ERROR
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-05 10:22:20,2018-04-05 10:22:20,0.007s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-05 10:22:20,2018-04-05 10:22:32,12.556s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-05 10:22:32,2018-04-05 10:22:34,1.329s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-05 10:22:34,2018-04-05 10:22:37,3.436s,PASSED
com.cct.util.Dropdownlist.selectDropdownlist,Firefox 58.0,,2018-04-05 10:22:37,2018-04-05 10:22:40,2.414s,ERROR
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-05 10:22:40,2018-04-05 10:22:40,0.216s,PASSED
