Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
addOpenSchedule,Firefox 58.0,,2018-04-11 10:13:03,2018-04-11 10:15:22,2m - 18.216s,FAILED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatFail,Firefox 58.0,,2018-04-11 10:13:19,2018-04-11 10:13:26,7.267s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:19,2018-04-11 10:13:19,0.002s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:19,2018-04-11 10:13:20,0.401s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:20,2018-04-11 10:13:26,6.024s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:26,2018-04-11 10:13:26,0.277s,PASSED
util.Verify.isConTrainsText,Firefox 58.0,,2018-04-11 10:13:26,2018-04-11 10:13:26,0.150s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:13:26,2018-04-11 10:13:26,0.154s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-11 10:13:26,2018-04-11 10:13:34,7.082s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:27,2018-04-11 10:13:27,0.002s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:27,2018-04-11 10:13:27,0.581s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:27,2018-04-11 10:13:33,5.772s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:33,2018-04-11 10:13:33,0.281s,PASSED
util.Verify.notConTrainsText,Firefox 58.0,,2018-04-11 10:13:33,2018-04-11 10:13:34,0.085s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:13:34,2018-04-11 10:13:34,0.025s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-11 10:13:34,2018-04-11 10:13:40,6.446s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:34,2018-04-11 10:13:34,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:34,2018-04-11 10:13:34,0.445s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:34,2018-04-11 10:13:40,5.560s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:40,0.286s,PASSED
util.Verify.notConTrainsText,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:40,0.102s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:40,0.026s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:46,6.315s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:40,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:40,0.411s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:40,2018-04-11 10:13:46,5.469s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:46,2018-04-11 10:13:46,0.296s,PASSED
util.Verify.notConTrainsText,Firefox 58.0,,2018-04-11 10:13:46,2018-04-11 10:13:46,0.090s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:13:46,2018-04-11 10:13:46,0.028s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/blankValue,Firefox 58.0,,2018-04-11 10:13:46,2018-04-11 10:13:53,6.819s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:46,2018-04-11 10:13:46,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:47,2018-04-11 10:13:47,0.462s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:47,2018-04-11 10:13:53,5.805s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:13:53,0.270s,PASSED
verifyElementText,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:13:53,0.050s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:13:53,0.041s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/blankValue,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:14:00,6.618s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:13:53,0.000s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:13:53,2018-04-11 10:13:54,0.404s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:13:54,2018-04-11 10:13:59,5.874s,PASSED
click,Firefox 58.0,,2018-04-11 10:13:59,2018-04-11 10:14:00,0.276s,PASSED
verifyElementText,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:00,0.033s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:00,0.017s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/blankValue,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:06,6.657s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:00,0.000s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:00,0.682s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:14:00,2018-04-11 10:14:06,5.605s,PASSED
click,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:06,0.298s,PASSED
verifyElementText,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:06,0.026s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:06,0.017s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/blankValue,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:13,6.527s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:06,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:14:06,2018-04-11 10:14:07,0.480s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:14:07,2018-04-11 10:14:13,5.648s,PASSED
click,Firefox 58.0,,2018-04-11 10:14:13,2018-04-11 10:14:13,0.329s,PASSED
verifyElementText,Firefox 58.0,,2018-04-11 10:14:13,2018-04-11 10:14:13,0.032s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:14:13,2018-04-11 10:14:13,0.019s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/blankValue,Firefox 58.0,,2018-04-11 10:14:13,2018-04-11 10:14:19,6.468s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:14:13,2018-04-11 10:14:13,0.001s,PASSED
