Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
addOpenSchedule,Firefox 58.0,,2018-04-11 10:22:26,2018-04-11 10:24:42,2m - 15.942s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatFail,Firefox 58.0,,2018-04-11 10:22:43,2018-04-11 10:22:50,7.642s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:22:43,2018-04-11 10:22:43,0.016s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:22:43,2018-04-11 10:22:44,0.851s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:22:44,2018-04-11 10:22:50,6.012s,PASSED
click,Firefox 58.0,,2018-04-11 10:22:50,2018-04-11 10:22:50,0.315s,PASSED
util.Verify.isConTrainsText,Firefox 58.0,,2018-04-11 10:22:50,2018-04-11 10:22:50,0.126s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:22:50,2018-04-11 10:22:50,0.124s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-11 10:22:50,2018-04-11 10:22:57,6.989s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:22:51,2018-04-11 10:22:51,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:22:51,2018-04-11 10:22:51,0.688s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:22:51,2018-04-11 10:22:57,5.620s,PASSED
click,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:22:57,0.333s,PASSED
util.Verify.notConTrainsText,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:22:57,0.113s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:22:57,0.023s,PASSED
,,,,,,
Test Cases/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:23:04,6.469s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:22:57,0.001s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-11 10:22:57,2018-04-11 10:22:58,0.478s,PASSED
common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-11 10:22:58,2018-04-11 10:23:03,5.519s,PASSED
