Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
addOpenSchedule,Firefox 58.0,,2018-04-05 10:36:18,2018-04-05 10:36:38,19.528s,ERROR
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/FlightNumberLength,Firefox 58.0,,2018-04-05 10:36:20,2018-04-05 10:36:37,17.775s,ERROR
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-05 10:36:20,2018-04-05 10:36:20,0.013s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-05 10:36:20,2018-04-05 10:36:32,12.186s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-05 10:36:32,2018-04-05 10:36:33,1.315s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-05 10:36:33,2018-04-05 10:36:37,3.703s,PASSED
com.cct.util.Verify.verifyValueLenght,Firefox 58.0,,2018-04-05 10:36:37,2018-04-05 10:36:37,0.124s,ERROR
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-05 10:36:37,2018-04-05 10:36:37,0.255s,PASSED
