Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
addOpenSchedule,Firefox 58.0,,2018-04-04 16:46:51,2018-04-04 16:48:00,1m - 8.862s,PASSED
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/FlightNumberFormatFail,Firefox 58.0,,2018-04-04 16:46:52,2018-04-04 16:47:10,18.041s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-04 16:46:52,2018-04-04 16:46:52,0.002s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-04 16:46:52,2018-04-04 16:47:04,11.839s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-04 16:47:04,2018-04-04 16:47:06,1.327s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-04 16:47:06,2018-04-04 16:47:10,3.989s,PASSED
click,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:10,0.305s,PASSED
com.cct.util.Verify.isConTrainsText,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:10,0.134s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:10,0.185s,PASSED
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:26,16.210s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:10,0.001s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-04 16:47:10,2018-04-04 16:47:21,10.853s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-04 16:47:21,2018-04-04 16:47:22,1.269s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-04 16:47:22,2018-04-04 16:47:26,3.554s,PASSED
click,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:26,0.302s,PASSED
com.cct.util.Verify.notConTrainsText,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:26,0.086s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:26,0.015s,PASSED
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:43,16.568s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:26,0.001s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-04 16:47:26,2018-04-04 16:47:38,11.242s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-04 16:47:38,2018-04-04 16:47:39,1.343s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-04 16:47:39,2018-04-04 16:47:43,3.594s,PASSED
click,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:43,0.275s,PASSED
com.cct.util.Verify.notConTrainsText,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:43,0.080s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:43,0.011s,PASSED
,,,,,,
Test Cases/com/cct/serviceschedule/openschedule/add/FlightNumberFormatTrue,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:59,16.363s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:43,0.001s,PASSED
com.cct.common.security.login.Login.loginDefault,Firefox 58.0,,2018-04-04 16:47:43,2018-04-04 16:47:54,11.055s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.gotoPage,Firefox 58.0,,2018-04-04 16:47:54,2018-04-04 16:47:55,1.370s,PASSED
com.cct.common.serviceschedule.addopenschedule.AddOpenSchedule.setValueToInput,Firefox 58.0,,2018-04-04 16:47:55,2018-04-04 16:47:59,3.551s,PASSED
click,Firefox 58.0,,2018-04-04 16:47:59,2018-04-04 16:47:59,0.289s,PASSED
com.cct.util.Verify.notConTrainsText,Firefox 58.0,,2018-04-04 16:47:59,2018-04-04 16:47:59,0.074s,PASSED
Start listener action : sampleAfterTestCase,Firefox 58.0,,2018-04-04 16:47:59,2018-04-04 16:47:59,0.015s,PASSED
